"task","lt_hip_sagittal","lt_hip_frontal","lt_hip_transe","lt_knee_sagittal","lt_knee_frontal","lt_knee_transe","lt_ank_sagittal","lt_ank_frontal","lt_ank_transe","rt_hip_sagittal","rt_hip_frontal","rt_hip_transe","rt_knee_sagittal","rt_knee_frontal","rt_knee_transe","rt_ank_sagittal","rt_ank_frontal","rt_ank_transe","lt_plv_sagittal","lt_plv_frontal","lt_plv_transe","rt_plv_sagittal","rt_plv_frontal","rt_plv_transe"
0,2.2162,-8.23197,-0.65418,0.049901,5.337328,-7.5343,9.619849,1.602924,-6.722362,6.952626,-11.150822,-5.70426,3.889463,6.765257,-5.74025,6.77803,1.909853,-9.464282,11.011402,2.02922,4.129644,11.011402,-2.02922,-4.129644
1,2.91442004,-8.47751048,-0.5068956,0.90214876,5.74106516,-7.15612068,9.9804158,1.68420748,-7.11044916,7.58109716,-11.24414272,-5.38796076,4.58171736,6.91928724,-5.49508572,7.0301284,1.97999468,-9.887843,11.12049168,2.0356116,4.1457038,11.12049168,-2.0356116,-4.1457038
2,3.8228944,-8.7900606,-0.3407936,1.98610352,6.28698564,-6.7078044,10.41785968,1.77434364,-7.54001952,8.41253424,-11.40054368,-5.00793704,5.49697996,7.16236768,-5.19951236,7.35923692,2.06186416,-10.38081864,11.27703456,2.05284372,4.15744744,11.27703456,-2.05284372,-4.15744744
3,4.95461144,-9.17422232,-0.15786532,3.30634944,6.98977816,-6.18389244,10.92934288,1.87208144,-8.00483556,9.46971056,-11.63384352,-4.56216556,6.65659356,7.51744856,-4.85151904,7.77154536,2.1543848,-10.93605008,11.48808288,2.08389272,4.16506152,11.48808288,-2.08389272,-4.16506152
4,6.31468344,-9.63303528,0.03915776,4.85934588,7.85983044,-5.57764112,11.50918476,1.97614156,-8.4985298,10.7698034,-11.95675824,-4.050339,8.07522516,8.007896,-4.44632912,8.270881,2.25605784,-11.54377656,11.75909812,2.13151572,4.16983496,11.75909812,-2.13151572,-4.16983496
5,7.8991314,-10.1679766,0.2470338,6.6344422,8.9017492,-4.8840948,12.1495688,2.0847036,-9.012197,12.321153,-12.3789146,-3.4742922,9.7579844,8.6543396,-3.9760212,8.8577242,2.3649644,-12.1917828,12.0928662,2.1978416,4.1741088,12.0928662,-2.1978416,-4.1741088
6,9.69498944,-10.77940168,0.46258372,8.61623956,10.1136988,-4.10247896,12.84175596,2.19516612,-9.53333204,14.12103568,-12.90452908,-2.8379636,11.69893828,9.47069156,-3.42999032,9.52869084,2.47886448,-12.86609028,12.48869204,2.28372328,4.18103316,12.48869204,-2.28372328,-4.18103316
7,11.6839972,-11.467475,0.68341972,10.78950652,11.48933756,-3.23504132,13.5777256,2.30431664,-10.04669056,16.15869484,-13.53288876,-2.14617676,13.88537604,10.46368448,-2.79480192,10.2778534,2.59544888,-13.55251332,12.942933,2.3890086,4.1941972,12.942933,-2.3890086,-4.1941972
8,13.84287396,-12.23202088,0.907953,13.14016152,13.01766148,-2.28501432,14.35054204,2.4086452,-10.53581188,18.41613904,-14.25824308,-1.40413488,16.29988608,11.63167232,-2.05525056,11.09726804,2.71234152,-14.2367204,13.44891692,2.51266952,4.2175266,13.44891692,-2.51266952,-4.2175266
9,16.14008936,-13.06975656,1.13549624,15.65153272,14.67896836,-1.25666076,15.15373288,2.50503984,-10.9863306,20.86443064,-15.06821256,-0.617765040000001,18.91761496,12.95995844,-1.19975176,11.976171,2.82710612,-14.90441228,13.99594372,2.65283428,4.25463532,13.99594372,-2.65283428,-4.25463532
