"task","lt_hip_sagittal","lt_hip_frontal","lt_hip_transe","lt_knee_sagittal","lt_knee_frontal","lt_knee_transe","lt_ank_sagittal","lt_ank_frontal","lt_ank_transe","rt_hip_sagittal","rt_hip_frontal","rt_hip_transe","rt_knee_sagittal","rt_knee_frontal","rt_knee_transe","rt_ank_sagittal","rt_ank_frontal","rt_ank_transe","lt_plv_sagittal","lt_plv_frontal","lt_plv_transe","rt_plv_sagittal","rt_plv_frontal","rt_plv_transe"
0,10.283677,-10.447549,0.976521,0.182854,9.217517,-12.357597,7.827304,0.221274,-0.058153,13.484073,-11.800064,-2.926014,3.525871,11.629893,-12.764175,6.396437,2.214041,-11.292953,14.338757,2.224042,2.354256,14.338757,-2.224042,-2.354256
1,12.47385051,-11.44188719,1.1654662,2.26874692,11.16701914,-11.21604439,8.53748132,0.45644636,-1.19768961,15.85624282,-12.74635835,-2.25447886,5.81687179,13.3229073,-12.0661511,7.25270416,2.33764361,-12.02952823,15.00454744,2.31925471,2.49006348,15.00454744,-2.31925471,-2.49006348
2,14.87758,-12.65259348,1.31295394,4.62215532,13.4256116,-9.9759382,9.32419554,0.6835461,-2.29720466,18.48121912,-13.74419598,-1.39650164,8.34729636,15.26048682,-11.21037028,8.21446318,2.48025218,-12.87429398,15.7224989,2.40940462,2.68837872,15.7224989,-2.40940462,-2.68837872
3,17.48878165,-14.02202003,1.42156448,7.23371894,15.94407467,-8.62227246,10.17561831,0.89758467,-3.33191382,21.36012879,-14.82293984,-0.2992244,11.07342284,17.45628524,-10.21814895,9.26899241,2.64214841,-13.82635676,16.50487902,2.53081487,2.93848666,16.50487902,-2.53081487,-2.93848666
4,20.3031694,-15.4599442,1.52832796,10.08789212,18.64915016,-7.13178576,11.0769868,1.09613208,-4.28977152,24.47706824,-16.0386378,0.9887636,13.96642648,19.91699556,-9.08584852,10.40679064,2.8162878,-14.84166024,17.36437472,2.72331452,3.18405396,17.36437472,-2.72331452,-3.18405396
5,23.2879684,-16.92363865,1.68018415,13.1726244,21.4704638,-5.4720439,12.014302,1.27626725,-5.1567,27.76324175,-17.39222135,2.30781895,17.031951,22.5902157,-7.7748589,11.6216803,2.9882135,-15.8346651,18.28366605,2.97260635,3.35302325,18.28366605,-2.97260635,-3.35302325
6,26.37420846,-18.44292378,1.90821872,16.48287058,24.34737068,-3.61308038,12.97540166,1.4347634,-5.91750362,31.10959536,-18.80138048,3.50451702,20.29359398,25.36714214,-6.24746968,12.90374556,3.14438318,-16.7281913,19.21303076,3.2041964,3.4169255,19.21303076,-3.2041964,-3.4169255
7,29.498125,-20.043019,2.23097496,20.00662531,27.2238699,-1.5506464,13.94793303,1.57170892,-6.57315267,34.43981692,-20.18434221,4.55962403,23.75373301,28.15185029,-4.50946121,14.23427987,3.28001072,-17.49736918,20.11232317,3.36309009,3.40216036,20.11232317,-3.36309009,-3.40216036
8,32.62482572,-21.70348372,2.65743492,23.71532496,30.05733384,0.68896408,14.91949324,1.69057844,-7.14084144,37.74732932,-21.50952996,5.59073848,27.37711464,30.90392224,-2.60993948,15.58873472,3.39844716,-18.16369936,20.97389872,3.45806632,3.35985668,20.97389872,-3.45806632,-3.35985668
9,35.73125458,-23.39608565,3.18999692,27.57839406,32.82414822,3.07298851,15.8808791,1.79384388,-7.63284513,41.04668019,-22.76157146,6.71285124,31.11998674,33.60519523,-0.596250270000002,16.94377524,3.50337857,-18.74978033,21.80080607,3.52000244,3.33150944,21.80080607,-3.52000244,-3.33150944
