"task","lt_hip_sagittal","lt_hip_frontal","lt_hip_transe","lt_knee_sagittal","lt_knee_frontal","lt_knee_transe","lt_ank_sagittal","lt_ank_frontal","lt_ank_transe","rt_hip_sagittal","rt_hip_frontal","rt_hip_transe","rt_knee_sagittal","rt_knee_frontal","rt_knee_transe","rt_ank_sagittal","rt_ank_frontal","rt_ank_transe","lt_plv_sagittal","lt_plv_frontal","lt_plv_transe","rt_plv_sagittal","rt_plv_frontal","rt_plv_transe"
0,5.145598,-12.761876,7.902765,0.044004,10.085295,-11.855513,6.402038,3.088556,-18.807831,11.204336,-13.332418,-4.392339,7.998461,8.973295,-1.815282,6.329442,0.835083,-9.336692,9.765142,1.932233,3.825132,9.765142,-1.932233,-3.825132
1,8.3577408,-13.48538195,8.45639915,2.5073622,11.89999905,-10.1893232,7.19232145,3.44563865,-20.33228645,14.9673202,-13.83149055,-3.57505015,11.5023619,9.3743353,-0.4894891,7.3478532,1.00051265,-10.29892805,10.6163037,2.20185675,3.9458148,10.6163037,-2.20185675,-3.9458148
2,12.1100987,-14.2993123,9.1376271,5.353741,14.080379,-8.3920475,8.1060256,3.7999828,-21.8152504,19.2904834,-14.5124392,-2.5182886,15.5180605,10.0137002,0.8372257,8.5440969,1.1817082,-11.3460657,11.6336744,2.5411063,3.9602966,11.6336744,-2.5411063,-3.9602966
3,16.286918,-15.19745895,9.7780416,8.5357072,16.5331495,-6.40420815,9.09504955,4.1261977,-23.15326845,23.9735001,-15.33764425,-1.3389921,19.77866955,10.90778835,2.30844535,9.78670575,1.3813469,-12.49081305,12.78823775,2.9143322,3.8883611,12.78823775,-2.9143322,-3.8883611
4,20.7148992,-16.1765056,10.2428984,11.9611228,19.0875908,-4.1813412,10.0901012,4.411905,-24.3030692,28.7819934,-16.2273042,-0.1658024,23.9785152,11.997792,4.0402702,10.928368,1.6000356,-13.7330578,14.0416142,3.2748602,3.7768928,14.0416142,-3.2748602,-3.7768928
5,25.205486,-17.2263555,10.5032305,15.492491,21.55323975,-1.764597,11.021242,4.65829325,-25.277805,33.52684225,-17.084413,0.90959825,27.89149575,13.16781425,6.0150405,11.86383375,1.82768975,-15.01219525,15.35522675,3.5860275,3.68221525,15.35522675,-3.5860275,-3.68221525
6,29.6063157,-18.3293085,10.6297799,18.979867,23.7985921,0.7084322,11.8417897,4.8700965,-26.1030899,38.1013642,-17.8275951,1.8462075,31.4257251,14.2971199,8.0923583,12.558882,2.0443192,-16.2151449,16.6971932,3.8323948,3.6469702,16.6971932,-3.8323948,-3.6469702
7,33.82057225,-19.46956435,10.7269479,22.30993755,25.7901463,3.068663,12.5393581,5.04629385,-26.78064815,42.4634166,-18.41523865,2.6372258,34.6081715,15.3047963,10.08698065,13.0434931,2.2259404,-17.21236805,18.03815905,4.01502355,3.68631285,18.03815905,-4.01502355,-3.68631285
8,37.7966678,-20.6411916,10.8670006,25.4443688,27.5738184,5.2060716,13.1315692,5.1796798,-27.2881244,46.5979988,-18.8562554,3.2949372,37.5373544,16.173996,11.8472904,13.385723,2.3522104,-17.899345,19.342319,4.1411086,3.7878946,19.342319,-4.1411086,-3.7878946
9,41.5068421,-21.844767,11.07424045,28.4154345,29.2225239,7.10489535,13.65101565,5.26253855,-27.60099205,50.48549095,-19.2002429,3.8407475,40.32486835,16.9434124,13.29623545,13.66017875,2.412456,-18.2252342,20.5643081,4.216462,3.92249155,20.5643081,-4.216462,-3.92249155
