"task","lt_hip_sagittal","lt_hip_frontal","lt_hip_transe","lt_knee_sagittal","lt_knee_frontal","lt_knee_transe","lt_ank_sagittal","lt_ank_frontal","lt_ank_transe","rt_hip_sagittal","rt_hip_frontal","rt_hip_transe","rt_knee_sagittal","rt_knee_frontal","rt_knee_transe","rt_ank_sagittal","rt_ank_frontal","rt_ank_transe","lt_plv_sagittal","lt_plv_frontal","lt_plv_transe","rt_plv_sagittal","rt_plv_frontal","rt_plv_transe"
0,8.108108,-12.03159,12.912873,0.112127,9.723322,-10.896941,6.848986,3.887254,-22.175823,12.189373,-14.04153,-4.590728,7.468437,9.506035,-3.67378,7.030366,1.047174,-10.569299,12.438345,1.911963,1.333102,12.438345,-1.911963,-1.333102
1,11.1011638,-12.6078214,13.1652661,2.3902536,11.434012,-9.8130408,7.5527934,4.1019309,-23.0546525,15.3516979,-14.5405358,-3.8785502,10.1630758,10.0294356,-2.8570395,7.7307474,1.1427595,-11.1216151,13.3418942,2.0542773,1.466443,13.3418942,-2.0542773,-1.466443
2,14.4094472,-13.2991368,13.448281,4.8698134,13.3565074,-8.6185478,8.3205588,4.3294026,-23.9731854,18.8965484,-15.0944426,-3.0347842,13.1351806,10.7146286,-1.894252,8.5011418,1.2500344,-11.7389548,14.3657348,2.212264,1.6486614,14.3657348,-2.212264,-1.6486614
3,17.9596531,-14.0887016,13.705251,7.4981863,15.402911,-7.2858625,9.1104301,4.5579967,-24.8829187,22.7272787,-15.6791765,-2.1374151,16.269099,11.5484837,-0.6895338,9.2745246,1.3757666,-12.4589477,15.4899593,2.3823614,1.8740852,15.4899593,-2.3823614,-1.8740852
4,21.6739626,-14.9566526,13.8685644,10.244465,17.469476,-5.7829152,9.8823962,4.7741108,-25.7305334,26.7325136,-16.268222,-1.248937,19.4510294,12.4988392,0.7998332,9.9848528,1.5242916,-13.304248,16.6858972,2.557836,2.1299372,16.6858972,-2.557836,-2.1299372
5,25.4741525,-15.882035,13.898511,13.079045,19.4544305,-4.096225,10.5986475,4.9675955,-26.479021,30.810153,-16.837238,-0.4081845,22.596291,13.520854,2.535401,10.584933,1.692562,-14.254731,17.922373,2.7301845,2.3974125,17.922373,-2.7301845,-2.3974125
6,29.2891122,-16.8463694,13.8103652,15.9573676,21.287679,-2.254045,11.228612,5.1339818,-27.1147894,34.8787188,-17.3673884,0.3714068,25.6547862,14.5672418,4.40883,11.0543826,1.8703946,-15.250462,19.1709,2.8905348,2.65428,19.1709,-2.8905348,-2.65428
7,33.0584782,-17.8357171,13.6639192,18.8216929,22.9496912,-0.319544499999999,11.7550146,5.2735067,-27.642264,38.8743268,-17.8480481,1.0945571,28.6013628,15.598237,6.2849279,11.397937,2.0447241,-16.2173745,20.4058577,3.0305926,2.8787252,20.4058577,-3.0305926,-2.8787252
8,36.7304912,-18.838797,13.5268092,21.6184944,24.4629806,1.639422,12.1764088,5.3887262,-28.0739514,42.7426218,-18.2785108,1.7736688,31.4244282,16.5873942,8.0478648,11.6402234,2.2043926,-17.0946146,21.6011384,3.1435684,3.0535818,21.6011384,-3.1435684,-3.0535818
9,40.2608343,-19.8412663,13.4451799,24.3169363,25.8628029,3.5726396,12.5057316,5.482198,-28.4215572,46.4355183,-18.6675793,2.4192145,34.1199312,17.5210773,9.62812,11.8191794,2.342661,-17.8475786,22.728764,3.2254437,3.1692259,22.728764,-3.2254437,-3.1692259
10,43.616512,-20.81982,13.437755,26.914616,27.168566,5.44699,12.766246,5.555135,-28.691179,49.913902,-19.030479,3.035183,36.68663,18.393217,11.006969,11.977138,2.457804,-18.469721,23.762405,3.276335,3.223904,23.762405,-3.276335,-3.223904
11,46.7786422,-21.7430325,13.5061074,29.4257166,28.3750963,7.2375741,12.9857924,5.6083063,-28.8868387,53.1520193,-19.3848405,3.6194873,39.1227615,19.2010946,12.2012549,12.1533413,2.5514527,-18.9723703,24.6825861,3.30069,3.2219111,24.6825861,-3.30069,-3.2219111
12,49.7413598,-22.5810514,13.6444702,31.8633032,29.4666406,8.926266,13.1910156,5.6443012,-29.0188664,56.1417926,-19.7479558,4.1657828,41.4286034,19.9433996,13.2433022,12.3770598,2.6257958,-19.3692196,25.4801536,3.3063698,3.1709072,25.4801536,-3.3063698,-3.1709072
13,52.5058137,-23.3170742,13.8436004,34.2280035,30.4363341,10.5054579,13.4019009,5.6681849,-29.1062766,58.8913321,-20.133836,4.6675619,43.6105263,20.618864,14.166532,12.6601298,2.68201,-19.6680059,26.1550755,3.3022114,3.0788635,26.1550755,-3.3022114,-3.0788635
14,55.0779864,-23.9544092,14.0947056,36.5103946,31.2981866,11.981662,13.6298876,5.686784,-29.1742438,61.421577,-20.5486872,5.1243474,45.683706,21.2261582,14.999517,12.9940148,2.7203842,-19.8713204,26.7139414,3.2943638,2.9530104,26.7139414,-3.2943638,-2.9530104
15,57.471298,-24.5140495,14.3949405,38.704655,32.083267,13.3726185,13.8795775,5.70611,-29.2447665,63.760197,-20.9866775,5.546832,47.6698325,21.765891,15.7628195,13.354774,2.741092,-19.980815,27.167018,3.282752,2.800435,27.167018,-3.282752,-2.800435
16,59.7092522,-25.0239186,14.7481352,40.8229714,32.8215056,14.6967142,14.1508034,5.7273244,-29.3220652,65.9340072,-21.430331,5.9553844,49.591461,22.2442164,16.4690114,13.7110604,2.7453368,-20.0032424,27.5254704,3.259417,2.6290666,27.5254704,-3.259417,-2.6290666
