"task","lt_hip_sagittal","lt_hip_frontal","lt_hip_transe","lt_knee_sagittal","lt_knee_frontal","lt_knee_transe","lt_ank_sagittal","lt_ank_frontal","lt_ank_transe","rt_hip_sagittal","rt_hip_frontal","rt_hip_transe","rt_knee_sagittal","rt_knee_frontal","rt_knee_transe","rt_ank_sagittal","rt_ank_frontal","rt_ank_transe","lt_plv_sagittal","lt_plv_frontal","lt_plv_transe","rt_plv_sagittal","rt_plv_frontal","rt_plv_transe"
0,5.913062,-11.21747,11.869442,0.134559,10.10195,-10.177916,7.231611,3.989505,-22.59585,10.897511,-14.24606,-6.30663,8.411714,9.662793,-3.330044,7.225988,0.792707,-9.089311,10.422565,1.806485,0.500433,10.422565,-1.806485,-0.500433
1,9.53305515,-11.94068725,11.8323548,2.96641365,12.0896803,-8.679496,8.03774325,4.21618225,-23.51765175,14.7080431,-14.82953735,-5.6420643,11.55923195,10.1675187,-2.12368625,7.9900696,0.8693947,-9.53672785,11.44096985,1.94793595,0.76612865,11.44096985,-1.94793595,-0.76612865
2,13.4587308,-12.7668709,11.8530451,5.8490992,14.2071052,-7.2094682,8.8168912,4.4434259,-24.4286573,18.8994695,-15.4376825,-4.7667695,14.7642237,10.8094579,-0.8951515,8.6959755,0.9548323,-10.0337985,12.6568495,2.1226141,1.1123905,12.6568495,-2.1226141,-1.1123905
3,17.5319545,-13.6583926,11.919567,8.59430865,16.3333696,-5.76470055,9.48322915,4.6760571,-25.34747425,23.30932135,-16.0553772,-3.79831715,17.84121005,11.5934669,0.4672625,9.25663545,1.0602318,-10.64486725,14.03611145,2.3396158,1.5203076,14.03611145,-2.3396158,-1.5203076
4,21.6239344,-14.5887876,11.9808906,11.1080938,18.3762592,-4.3068658,9.9919308,4.9148696,-26.2760296,27.7798118,-16.6766434,-2.8604078,20.6755854,12.5053116,2.0296898,9.6276382,1.1903182,-11.3956378,15.5253056,2.5968256,1.9552638,15.5253056,-2.5968256,-1.9552638
5,25.6432125,-15.5432795,11.985127,13.39227575,20.2797145,-2.79308925,10.34460675,5.15535975,-27.19593625,32.18049175,-17.29864825,-2.03010925,23.2359435,13.515562,3.7665675,9.81657075,1.34101725,-12.26035125,17.060683,2.879307,2.3758355,17.060683,-2.879307,-2.3758355
6,29.5331925,-16.5145319,11.9107346,15.5203109,22.0270241,-1.2147248,10.5829582,5.3851946,-28.0607597,36.4159049,-17.9148507,-1.3134144,25.5578356,14.5894446,5.5629231,9.8741516,1.5005385,-13.1694556,18.5774114,3.1626646,2.7443834,18.5774114,-3.1626646,-2.7443834
7,33.26076875,-17.49521245,11.77290975,17.5970051,23.63235475,0.389806499999999,10.77138055,5.5848468,-28.80059355,40.42481975,-18.515831,-0.66647785,27.71869595,15.69324695,7.25679665,9.87300345,1.65102585,-14.02085055,20.01730905,3.4209618,3.03431715,20.01730905,-3.4209618,-3.03431715
8,36.802239,-18.473348,11.6080016,19.7144984,25.1232728,1.956286,10.9738484,5.733741,-29.345417,44.1758378,-19.0940592,-0.0402515999999998,29.81194,16.7941464,8.7015532,9.8830584,1.7720506,-14.7009608,21.3357622,3.6344168,3.2330026,21.3357622,-3.6344168,-3.2330026
9,40.1358596,-19.4365104,11.455141,21.9182068,26.52924025,3.42533855,11.2332782,5.8182642,-29.65205715,47.6597285,-19.6467207,0.5876823,31.9169314,17.86141225,9.8224259,9.9529276,1.8478602,-15.1248139,22.50814725,3.7930718,3.341523,22.50814725,-3.7930718,-3.341523
